"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1171947","0","THE COMMONWEALTH WAR GRAVES FOUNDATION","Commonwealth War Graves Commission, 2 Marlow Road, MAIDENHEAD","SL6 7DX","Maidenhead","01628507278","LAURA.STOKER@CWGC.ORG","www.cwgc.org","31/03/2024","616123","594440","Registered","CIO","Makes Grants To Organisations, Provides Advocacy/advice/information","Education/training, Economic/community Development/employment, Other Charitable Purposes","Other Charities Or Voluntary Bodies, The General Public/mankind","The CWGF is a charitable foundation highlighting the work of the Commonwealth War Graves Commission (CWGC). We engage young people from communities around the UK interested in the story of our common sacrifice and shared history.By supporting the CWGF, people will enable us to fund education and activities which will capture the public imagination, and highlight the work the CWGC does.","THE OBJECTS OF THE CIO ARE FOR THE PUBLIC BENEFIT:
(A) TO PROMOTE AND SUPPORT THE MAINTENANCE AND UPKEEP OF GRAVES, CEMETERIES, BUILDINGS AND MEMORIALS FOR THE BURIAL AND COMMEMORATION OF MEMBERS OF THE NAVAL, MILITARY AND ARMED FORCES FROM COUNTRIES OF THE COMMONWEALTH WHO WERE KILLED DURING THE FIRST WORLD WAR OR THE SECOND WORLD WAR ANYWHERE IN THE WORLD, IN PARTICULAR (BUT WITHOUT LIMITATION), THROUGH THE SUPPORT OF CHARITABLE ACTIVITIES UNDERTAKEN BY THE COMMONWEALTH WAR GRAVES COMMISSION; 
(B) TO ADVANCE CITIZENSHIP AMONG THE PEOPLE OF THE COMMONWEALTH THROUGH THE COMMEMORATION OF MEMBERS OF THE NAVAL, MILITARY AND ARMED FORCES FROM COUNTRIES OF THE COMMONWEALTH WHO WERE KILLED DURING THE FIRST WORLD WAR AND THE SECOND WORLD WAR; AND
(C)	TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE HISTORY OF THE FIRST WORLD WAR AND THE SECOND WORLD WAR, IN PARTICULAR (BUT WITHOUT LIMITATION), THROUGH ADVANCING EDUCATION IN THE LIVES OF THOSE COMMEMORATED BY THE COMMONWEALTH WAR GRAVES COMMISSION AND IN THE HISTORY OF THE CEMETERIES, BUILDINGS AND MEMORIALS MAINTAINED BY THE COMMONWEALTH WAR GRAVES COMMISSION."
"1172072","0","KOLLEL VEYOEL MOSHE","VENITT & GREAVES, 115 CRAVEN PARK ROAD, LONDON","N15 6BL","Tottenham","02088024782","","","31/03/2024","996141","815921","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Other Charitable Purposes","Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","Advancement of  Jewish religion

General Charitable Purposes

Education/training

The Prevention Or Relief Of Poverty

Religious Activitie","THE ADVANCEMENT OF THE ORTHODOX JEWISH FAITH"
"1172107","0","The Queen Elizabeth II Commonwealth Trust","Thomas House, 84 Eccleston Square, London","SW1V 1PX","Cities of London and Westminster","07470877632","info@queenscommonwealthtrust.org.uk","queenscommonwealthtrust.org","31/03/2024","803558","1320316","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","The Queen's Commonwealth Trust champions, funds and connects young leaders who are working hard to change the world. We share their stories, give them a platform to amplify their ideas, and inspire others to join in.","THE CHARITY'S OBJECTS (OBJECTS) ARE TO FURTHER SUCH PURPOSES AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE TRUSTEES MAY (IN THEIR ABSOLUTE DISCRETION) DETERMINE."
"1172239","0","LOUIS NICHOLAS RESIDUARY CHARITABLE TRUST","Simcox & Co., 35B Market Street, Hoylake, Wirral","CH47 2BG","Wirral West","01516323333","info@LNRCT.co.uk","www.lnrct.co.uk","05/04/2024","990154","1186511","Registered","Other","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","General purposes","FOR SUCH CHARITABLE INSTITUTION OR INSTITUTIONS OR OTHER CHARITABLE OBJECT OR OBJECTS AND IF MORE THAN ONE IN SUCH SHARES AND PROPORTIONS AS MY TRUSTEES SHALL IN THEIR ABSOLUTE AND UNCONTROLLED DISCRETION THINK FIT."
"1172313","0","Jai Dog Rescue","Ministry Of Sound Group, 103 Gaunt Street, LONDON","SE1 6DP","Bermondsey and Old Southwark","02077408600","info@jaidogrescue.org","https://jaidogrescue.org","31/03/2024","777986","771961","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Animals","The General Public/mankind","Jai Dog Rescue promotes humane behaviour towards animals, in particular abandoned and stray dogs, particularly Thailand by providing appropriate care, protection. treatment and security for animals which are in need of care and attention and to educate the public in matters pertaining to animal welfare in general and the prevention of cruelty and suffering among animals.","TO PROMOTE HUMANE BEHAVIOUR TOWARDS ANIMALS, IN PARTICULAR BUT NOT EXCLUSIVELY ABANDONED AND STRAY DOGS IN ANY PART OF THE WORLD BUT PARTICULARLY THAILAND, BY PROVIDING APPROPRIATE CARE, PROTECTION, TREATMENT AND SECURITY FOR ANIMALS WHICH ARE IN NEED OF CARE AND ATTENTION BY REASON OF SICKNESS, MALTREATMENT, POOR CIRCUMSTANCES OR ILL USAGE AND TO EDUCATE THE PUBLIC IN MATTERS PERTAINING TO ANIMAL WELFARE IN GENERAL AND THE PREVENTION OF CRUELTY AND SUFFERING AMONG ANIMALS"
"1172363","0","RESTORE THE MUSIC UK","6th floor, Park House, 116 Park Street, LONDON","","","07767776934","polly@restorethemusicuk.com","www.restorethemusicuk.com","31/03/2024","905054","928000","Registered","CIO","Makes Grants To Organisations","Education/training","Children/young People, Other Charities Or Voluntary Bodies, The General Public/mankind","The advancement of music education of young people in the UK, including but not limited to, the provision of:i) musical instrumentsii) tuitioniii) funding specifically for music - related student endeavours,for children in state (non fee paying ) primary and secondary education.  Aim achieved through granting of funds directly to schools who fit the eligibility criteria.","THE OBJECT OF THE CIO IS THE ADVANCEMENT OF MUSIC EDUCATION OF YOUNG PEOPLE IN THE UNITED KINGDOM, INCLUDING BUT NOT LIMITED TO THE PROVISION OF:
(I) MUSICAL INSTRUMENTS;
(II) TUITION OR INSTRUCTION; AND
(III) FUNDING SPECIFICALLY FOR MUSIC-RELATED STUDENT ENDEAVOURS,
FOR CHILDREN IN STATE (NON FEE PAYING) PRIMARY AND SECONDARY EDUCATION."
"1172653","0","CHAPEL & YORK UK FOUNDATION LIMITED","UNIT 12, LADYCROSS BUSINESS PARK, HOLLOW LANE, DORMANSLAND, SURREY","RH76PB","East Surrey","01342871910","info@chapel-yorkukfoundation.org","","31/03/2024","871615","854539","Registered","Charitable company","Makes Grants To Organisations, Acts As An Umbrella Or Resource Body","General Charitable Purposes","Other Charities Or Voluntary Bodies","The Organisations objectives and activities contribute to public benefit through a grant-making programme exclusively for charitable purposes. Donors may suggest to the Trustees how their donation might be distributed to organisations carrying out charitable activities anywhere in the world. These funds are then used by the associated organisations to achieve their charitable purposes.","THE COMPANY'S OBJECTS ARE TO PROMOTE THE ADVANCEMENT OF EDUCATION, THE RELIEF OF POVERTY, THE ADVANCEMENT OF RELIGION AND SUCH OTHER PURPOSES AS ARE EXCLUSIVELY CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES"
"1172663","0","CLAPTON SUPPORT AND ADVICE","87 Craven Park Road, LONDON","N15 6AH","Tottenham","02088024782","mhammer@claptonsaa.co.uk","olamhachesed.uk","31/12/2023","961209","982631","Registered","CIO","Makes Grants To Organisations, Provides Services","Education/training, Disability, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","The advancement of the Orthodox Jewish religion,Orthodox Jewish education and education in general, relief of poverty, sickness and infirmity.","SUCH CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE. WITH A PARTICULAR FOCUS ON THE RELIEF OF POVERTY, SICKNESS AND INFIRMITY, AND ADVANCING EDUCATION, PRIMARILY BUT NOT EXCLUSIVELY, FOR MEMBERS OF THE ORTHODOX JEWISH COMMUNITY."
"1172675","0","THE BROTHERS TRUST","C/O SA Ledgers Ltd, 57 Canbury Park Road, KINGSTON UPON THAMES, Surrey","KT2 6LQ","Richmond Park","02036491665","","www.thebrotherstrust.org","31/03/2024","621794","580953","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","The Charity's objects are to raise income and distribute funds to charities who demonstrate a need and can demonstrate a tangible impact. Using the funds raised, the Charity identifies needs itself and considers unsolicited applications for funds.","THE OBJECTS OF THE CHARITY ARE TO UNDERTAKE SUCH CHARITABLE PURPOSES OR MAKE DONATIONS TO SUCH CHARITABLE INSTITUTION OR INSTITUTIONS AT SUCH A TIME OR TIMES AND IN SUCH A MANNER AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION DETERMINE."
"1172797","0","JCOCI EDUCATIONAL FOUNDATION LTD","J C O C I Educational Foundation Lt, Meppel Avenue, CANVEY ISLAND","SS8 9RZ","Castle Point","01268975016","info@jcoci.org.uk","","30/06/2023","916119","927203","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Recreation","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","Education/trainingThe prevention or relief of povertyReligious activitiesRecreation","A.	THE ADVANCEMENT OF THE ORTHODOX JEWISH RELIGION PRIMARILY BUT NOT EXCLUSIVELY BY SUPPORTING AND MAINTAINING A SYNAGOGUE AND PROVIDING FACILITIES FOR PUBLIC WORSHIP.
B.	THE ADVANCEMENT OF EDUCATION IN ORTHODOX JEWISH STUDIES, CULTURE AND CUSTOMS OR SUCH OTHER SUBJECTS AS THE TRUSTEES SHALL DETERMINE.
C.	THE PROVISION, OR ASSISTANCE IN THE PROVISION OF, FACILITIES FOR RECREATION AND OTHER LEISURE TIME OCCUPATION, IN THE INTEREST OF SOCIAL WELFARE, WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE USING THE FACILITIES.
D.	THE RELIEF OF POVERTY, SICKNESS AND INFIRMITY AMONGST MEMBERS OF THE ORTHODOX JEWISH FAITH."
"1172866","0","DWR ANAFON","OLD MILL, ABERGWYNGREGYN, LLANFAIRFECHAN","LL33 0LP","Bangor Aberconwy","01248 681987","info@dwranafon.co.uk","http://www.dwranafon.co.uk/","31/03/2024","530000","47887","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Economic/community Development/employment","","Allocation of grants to residents of Abergwyngregin.  Applications must meet certain criteria: prevention of poverty, advancement of education/religion/health/citizenship/arts/culture/sport/environment/quality of life in the village.","TO FURTHER SUCH CHARITABLE PURPOSES (CHARITABLE UNDER ENGLISH LAW) FOR THE GENERAL BENEFIT OF THE PARISH OF ABERGWYNGREGYN IN THE COUNTY OF GWYNEDD, INCLUDING THE COMMUNITY ADJACENT TO CRYMLYN, AND THE PARISH OF LLANFAIRFECHAN IN THE COUNTY OF CONWY AND (FOR WHICH PROVISION IS NOT MADE FROM PUBLIC RATES AND TAXES) AS THE
TRUSTEES SHALL THINK FIT AND APPROPRIATE."
"1173473","0","THE EQUINOXE TRUST","c/o Wilton Row, Mailbox 512, 114 11, Stockholm","","","+460730943555","","","31/05/2024","879051","58499","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","The charity makes grants for the advancement of education for the benefit of the public.","THE TRUSTEES SHALL HOLD THE CAPITAL AND INCOME OF THE TRUST FUND UPON TRUST TO APPLY THE INCOME, AND ALL OR SUCH PART OR PARTS OF THE CAPITAL, AT SUCH TIME OR TIMES AND IN SUCH MANNER TO, OR FOR THE BENEFIT OF, SUCH EXCLUSIVELY CHARITABLE OBJECTS AND PURPOSES IN ANY PART OF THE WORLD AS THE TRUSTEES MAY IN THEIR DISCRETION THINK FIT.
THE TRUST DEED DEFINES 'CHARITABLE' AS ""CHARITABLE ACCORDING TO THE LAW OF ENGLAND."""
"1173524","0","SHIR CHESED BEIS YISROEL","19 SPRING HILL, LONDON","E5 9BE","Hackney North and Stoke Newington","02088021886","mv@mailvg.com","","31/12/2023","903405","884384","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities","People With Disabilities, Other Charities Or Voluntary Bodies","advancement of Jewish religion and education","THE ADVANCEMENT OF ORTHODOX JEWISH EDUCATION AND EDUCATION IN GENERAL BY PROVIDING GRANTS TO EDUCATIONAL INSTITUTIONS.

 

THE RELIEF OF POVERTY BY PROVIDING GRANTS TO OTHER CHARITIES WORKING TO PREVENT OR RELIEVE POVERTY.

 

THE RELIEF OF SICKNESS AND INFIRMITY BY PROVIDING GRANTS TO OTHER CHARITIES WORKING TO RELIEVE SICKNESS AND INFIRMITY."
"1173589","0","PTEN RESEARCH FOUNDATION","Crowe (Uk) Llp, St. James House, St. James Square, CHELTENHAM, Gloucestershire","GL50 3PR","Cheltenham","02074931432","CONTACT@PTENRESEARCH.ORG","www.ptenresearch.org","31/03/2024","681591","4363673","Registered","Charitable company","Makes Grants To Organisations, Sponsors Or Undertakes Research","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Disability","The General Public/mankind","We build and work with the community around PHTS, engaging leaders in the fields of research and clinical care, to collaborate, and identify research projects and potential treatments that will lead to effective therapies. We fund academic and clinical research projects, and we provide support for building networks between clinicians, researchers, corporate partners and patients.","3.1	THE CHARITY'S OBJECTS ARE SPECIFICALLY RESTRICTED TO:
3.1.1	THE PROTECTION AND PROMOTION OF THE HEALTH OF INDIVIDUALS DIAGNOSED WITH PTEN HAMARTOMA TUMOUR SYNDROME (PHTS) OR OTHER RELATED CONDITIONS (BY MECHANISM, CLINICAL PRESENTATION OR OTHER FACTORS) IN PARTICULAR BY RESEARCH INTO THE NATURE, CAUSES, DIAGNOSIS, PREVENTION, TREATMENT AND CURE OF PHTS OR OTHER RELATED CONDITIONS, INCLUDING THE DEVELOPMENT OF FINDINGS OF RESEARCH INTO PRACTICAL APPLICATIONS FOR THE PREVENTION, TREATMENT AND CURE OF PHTS OR OTHER RELATED CONDITIONS, AND IN FURTHERANCE OF THAT PRIMARY OBJECT, TO INCREASE AWARENESS OF PHTS OR OTHER RELATED CONDITIONS AND PROVIDE INFORMATION AND SUPPORT AS APPROPRIATE TO AFFECTED INDIVIDUALS AND FAMILIES; AND
3.1.2	ALL PURPOSES THAT ARE FOR THE PUBLIC BENEFIT AND ARE EXCLUSIVELY CHARITABLE UNDER THE LAW OF ENGLAND AND WALES."
"1173842","0","THE MOWGLI TRUST","Mowgli Street Food, 18 Queen Avenue, Castle Street, LIVERPOOL","L2 4TX","Liverpool Riverside","0151708505","charity@mowglistreetfood.com","","31/03/2024","681881","637586","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies, The General Public/mankind","THE OBJECT OF THE CIO IS TO ADVANCE SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAW OF ENGLAND AND WALES) AS THE TRUSTEES SEE FIT FROM TIME TO TIME, BY PROVIDING GRANTS, IN PARTICULAR, BUT NOT EXCLUSIVELY, TO ORGANISATIONS AND INDIVIDUALS IN ENGLAND AND WALES.","THE OBJECT OF THE CIO IS TO ADVANCE SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAW OF ENGLAND AND WALES) AS THE TRUSTEES SEE FIT FROM TIME TO TIME, BY PROVIDING GRANTS, IN PARTICULAR, BUT NOT EXCLUSIVELY, TO ORGANISATIONS AND INDIVIDUALS IN ENGLAND AND WALES."
"1174098","0","ALEX TIMPSON TRUST","Timpson House, Claverton Road, Wythenshawe","M23 9TT","Wythenshawe and Sale East","01619466200","LOUISE.APPLEBY@TIMPSON.COM","","31/03/2025","598426","436295","Registered","CIO","Makes Grants To Organisations, Provides Other Finance, Other Charitable Activities","Other Charitable Purposes","Children/young People, Other Defined Groups","The relief of young people and their families throughout the UK and Northern Ireland, particularly those who are, or have been, in the care system.
The provision of free holiday home accommodation for foster families.
Supporting organisations that promote attachment awareness, especially in schools","THE RELIEF OF CHILDREN AND YOUNG PEOPLE, AND THEIR FAMILIES, WHO ARE IN NEED BY REASON OF YOUTH, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE PARTICULARLY BUT NOT EXCLUSIVELY THOSE WHO ARE, OR HAVE BEEN, IN THE CARE SYSTEM IN SUCH WAYS AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME THINK FIT"
"1174460","0","THE SINCLAIR CHARITY","Mountview House, 151 High Street, London","","","0208920 5778","ls@mountviewplc.co.uk","","31/12/2023","731974","688145","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","To provide funding for various charitable endeavours at the discretion of the Trustees.","THE OBJECTS OF THE CHARITY (""THE OBJECTS"") ARE TO APPLY THE INCOME AND ALL OR SUCH PART OR PARTS OF THE CAPITAL AT SUCH TIMES AND IN SUCH MANNER TO OR FOR THE BENEFIT OF SUCH EXCLUSIVELY CHARITABLE OBJECTS AND PURPOSES (REGARDED AS CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES) IN ANY PART OF THE WORLD AS THE TRUSTEES THINK FIT."
"1174487","0","THE SINO-BRITISH FELLOWSHIP TRUST","Flat 23, Bede House, Manor Fields, London","SW15 3LT","Putney","02087886252","","","31/12/2024","542842","721954","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","Education/training","Other Defined Groups","Grants to postgraduate students and academic staff at universities and other higher education institutions- in Britain to undertake study, research & similar in China;- in China to undertake study, research & similar in Britain - to promote the study of Chinese languages- to enable them to participate in joint  Chinese/British educational programmes and courses","The Objects of the CIO are to advance education and training in any subject:
(a)	by awarding scholarships or grants to post-graduate students and academic staff based at universities, public and non-profit research organizations, or other higher education institutions and vocational training institutions in Britain to enable them to undertake study or research, or other forms of academic exchange in China; 
(b)	by awarding scholarships or grants to the same categories of scholars in China to enable them to undertake study or research, or other forms of academic exchange in Britain; 
(c)	by promoting, for the same categories of scholars, the opportunity to study Chinese languages;
(d)	by enabling the same categories of scholars to participate in joint Chinese/British educational programmes and courses, including academic and other exchanges of educational value, between Britain and China; and
(e)	at the discretion of the Trustees, to award grants to the same categories of scholars to allow for other exchanges of educational value that fulfil the primary aims of the Trust."
